fight_id,fighter1_id,fighter1,fighter2_id,fighter2,result,bout,method,round,time,format,ref,date
a0a120c50d93f70a,4126a78111c0855a,Caio Borralho,684d3aee255a3d09,Gadzhi Omargadzhiev,Caio Borralho,Middleweight Bout,Decision - Unanimous,3,3:56,3 Rnd (5-5-5),Dan Miragliotta,"April 16, 2022"
7c5fc3fc7be4a997,82d4c957649faf9b,Miguel Baeza,33efaf2d0941cfcf,Andre Fialho,Andre Fialho,Welterweight Bout,KO/TKO,1,4:39,3 Rnd (5-5-5),Mark Smith,"April 16, 2022"
2e94ee4b9f5fddea,cc8c623cca88f54f,Mayra Bueno Silva,fdbefee0827e1567,Wu Yanan,Mayra Bueno Silva,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 16, 2022"
4f6e7159e77d4215,b8bbdeff718dbb7d,Pat Sabatini,cd2e5a390821fb48,TJ Laramie,Pat Sabatini,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 16, 2022"
559031e51ced0b53,49ee5024966efc0d,Mounir Lazzez,1497e735d9f2560a,Ange Loosa,Mounir Lazzez,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"April 16, 2022"
b09f8cd4cbd7ba56,cc7040fe76f0ef91,Devin Clark,5da33b8fbfa5ee95,William Knight,Devin Clark,Heavyweight Bout,KO/TKO,3,3:21,3 Rnd (5-5-5),Dan Miragliotta,"April 16, 2022"
c20e6697335c3b3d,2eeaefbfc7f9fcff,Lina Lansberg,91dac5e69e28d5b5,Pannie Kianzad,Pannie Kianzad,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 16, 2022"
74c58b9d638c5eaa,7cbf7c78d3b34218,Drakkar Klose,6a8928652fc01bee,Brandon Jenkins,Drakkar Klose,Lightweight Bout,KO/TKO,2,0:33,3 Rnd (5-5-5),Herb Dean,"April 16, 2022"
0987b3f785e26d1c,e132d47bd9efbbe0,Rafa Garcia,5580771f383e141f,Jesse Ronson,Rafa Garcia,Lightweight Bout,Submission,2,4:50,3 Rnd (5-5-5),Mark Smith,"April 16, 2022"
1ceab8fa45996f51,7a5e8c94a86f9895,Chris Barnett,8eb046f83e82bf26,Martin Buday,Martin Buday,Heavyweight Bout,Decision - Unanimous,3,1:38,3 Rnd (5-5-5),Dan Miragliotta,"April 16, 2022"
eac46cfead228e11,ac026518a9b4dc0f,Jordan Leavitt,cfc3e7bb44685289,Trey Ogden,Jordan Leavitt,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 16, 2022"
0daf776bd222daad,efc67b07eed39794,Istela Nunes,e94085e821bd81de,Sam Hughes,Sam Hughes,Women's Strawweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mark Smith,"April 16, 2022"
fb7ebdda8658fa05,1897b7b913736a7c,Alatengheili,35b3772629e27a49,Kevin Croom,Alatengheili,Bantamweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Chris Tognoni,"April 16, 2022"
dc0ab34f1952cb48,e1248941344b3288,Alexander Volkanovski,c451d67c09c55418,Chan Sung Jung,Alexander Volkanovski,UFC Featherweight Title Bout,KO/TKO,4,0:45,5 Rnd (5-5-5-5-5),Herb Dean,"April 09, 2022"
9a8964b148cb5923,cb696ebfb6598724,Aljamain Sterling,d661ce4da776fc20,Petr Yan,Aljamain Sterling,UFC Bantamweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,"April 09, 2022"
394b0347b0438622,23024fdfc966410a,Gilbert Burns,767755fd74662dbf,Khamzat Chimaev,Khamzat Chimaev,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,"April 09, 2022"
d8945e21a63e2451,7447e9f28508106a,Mackenzie Dern,31ef8b67e13495b3,Tecia Pennington,Mackenzie Dern,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 09, 2022"
15311d4b33d93004,c77a953488e5607d,Vinc Pichel,da0995f19b749cfa,Mark Madsen,Mark Madsen,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Folsom,"April 09, 2022"
313b85fe82b2ba80,442c9011034ae1fd,Ian Machado Garry,326a001926ffb7ec,Darian Weeks,Ian Machado Garry,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 09, 2022"
7c6ed5b3d830d0cb,093e1f5bb73850be,Anthony Hernandez,ca43de99b07b6b40,Josh Fremd,Anthony Hernandez,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 09, 2022"
88c6e7f71b79fd65,d4691518d012b9e7,Aspen Ladd,fc169c387b4b465d,Raquel Pennington,Raquel Pennington,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 09, 2022"
7458a37feabf8788,9e50097a89442158,Mickey Gall,dd6103dd7127db1d,Mike Malott,Mike Malott,Welterweight Bout,KO/TKO,1,3:41,3 Rnd (5-5-5),Larry Folsom,"April 09, 2022"
278b965694e563b2,98c23cb6da5b3352,Aleksei Oleinik,2b68d9f125d07b42,Jared Vanderaa,Aleksei Oleinik,Heavyweight Bout,Submission,1,3:39,3 Rnd (5-5-5),Mike Beltran,"April 09, 2022"
9e52a67410f2c879,e375cb5caf4717b6,Piera Rodriguez,4100c7a09497ad41,Kay Hansen,Piera Rodriguez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 09, 2022"
313c36ce9bde6cf6,1291edf2d566a71a,Julio Arce,b67d6bacc68d4c92,Daniel Santos,Julio Arce,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Folsom,"April 09, 2022"
c4e866d9dd606faa,fa6796c55d6c5440,Curtis Blaydes,d0aaedcf7ccd0b45,Chris Daukaus,Curtis Blaydes,Heavyweight Bout,KO/TKO,2,0:17,5 Rnd (5-5-5-5-5),Herb Dean,"March 26, 2022"
1b650c76387c0f4b,12f91bfa8f1f723b,Joanne Wood,e8b731feff72294b,Alexa Grasso,Alexa Grasso,Women's Flyweight Bout,Submission,1,3:57,3 Rnd (5-5-5),Gary Copeland,"March 26, 2022"
f3c37e23ca30c87d,31123249b0bbf52e,Matt Brown,a331233f597090a5,Bryan Barberena,Bryan Barberena,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"March 26, 2022"
410e65e4d1782bfc,b1d19449397541dc,Askar Askarov,853eb0dd5c0e2149,Kai Kara-France,Kai Kara-France,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chad Trukovich,"March 26, 2022"
3f92025b29e06bfd,84b3e7d38f2d2ec5,Neil Magny,b0d6a1d8ac3d563d,Max Griffin,Neil Magny,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"March 26, 2022"
f6afaf2a39fa441c,32c355b04fc57f3a,Marc Diakiese,19c591115a58982c,Viacheslav Borshchev,Marc Diakiese,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,"March 26, 2022"
bb31c77bddd1317e,7be74a12d7352df2,Sara McMann,351c4ec637380ad5,Karol Rosa,Sara McMann,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chad Trukovich,"March 26, 2022"
d0b7a79d3e7f3362,45f0cc9d18f35137,Chris Gutierrez,3b0a516d2921e0d6,Batgerel Danaa,Chris Gutierrez,Bantamweight Bout,KO/TKO,2,2:34,3 Rnd (5-5-5),Herb Dean,"March 26, 2022"
6ed495c177d69a3a,7ab478c397cd68ef,Aliaskhab Khizriev,0112352cb32f5026,Denis Tiuliulin,Aliaskhab Khizriev,Middleweight Bout,Submission,2,1:58,3 Rnd (5-5-5),Gary Copeland,"March 26, 2022"
3ecccdab76baa59c,8e1f36476ef02a6a,Jennifer Maia,34ff304266360297,Manon Fiorot,Manon Fiorot,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"March 26, 2022"
82b2b97b85c7225c,1a31ef98efce7a79,Matheus Nicolau,9ada30894bf04e19,David Dvorak,Matheus Nicolau,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chad Trukovich,"March 26, 2022"
97e522591ac7eb29,12e0fdc606f7e274,Luis Saldana,0e5c4e72237461bb,Bruno Souza,Luis Saldana,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"March 26, 2022"
06641a8c62e45661,279566840aa55bf2,Alexander Volkov,399afbabc02376b5,Tom Aspinall,Tom Aspinall,Heavyweight Bout,Submission,1,3:45,5 Rnd (5-5-5-5-5),Marc Goddard,"March 19, 2022"
ce3d94186567a684,040a74bb0a465c54,Arnold Allen,193b9d1858bc4df3,Dan Hooker,Arnold Allen,Featherweight Bout,KO/TKO,1,2:33,3 Rnd (5-5-5),Daniel Movahedi,"March 19, 2022"
001441f70c293931,7826923b47f8d72a,Paddy Pimblett,ec18eb918121787c,Kazula Vargas,Paddy Pimblett,Lightweight Bout,Submission,1,3:49,3 Rnd (5-5-5),Lukasz Bosacki,"March 19, 2022"
bcd1e1d71a172d53,fd55393021a8c255,Gunnar Nelson,8abac218746e04ca,Takashi Sato,Gunnar Nelson,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,"March 19, 2022"
5a878a6bebc973d7,51018a31ddf31eb2,Molly McCann,528b071cf3da7c56,Luana Carolina,Molly McCann,Women's Flyweight Bout,KO/TKO,3,1:52,3 Rnd (5-5-5),Daniel Movahedi,"March 19, 2022"
a200b5dcbdd2506e,4c88a1db5a46c6a4,Jai Herbert,54f64b5e283b0ce7,Ilia Topuria,Ilia Topuria,Lightweight Bout,KO/TKO,2,1:07,3 Rnd (5-5-5),Marc Goddard,"March 19, 2022"
6e705b2365bc03fa,56fcb2c4d99f9d1b,Mike Grundy,87a1dc546b1c5caf,Makwan Amirkhani,Makwan Amirkhani,Featherweight Bout,Submission,1,0:57,3 Rnd (5-5-5),Rich Mitchell,"March 19, 2022"
ae989e21c3839b49,2f5cbecbbe18bac4,Shamil Abdurakhimov,f14cf73e51b29254,Sergei Pavlovich,Sergei Pavlovich,Heavyweight Bout,KO/TKO,1,4:03,3 Rnd (5-5-5),Daniel Movahedi,"March 19, 2022"
766b4f5e77ab0860,1091d4d957141094,Nikita Krylov,eabf206b162b3b83,Paul Craig,Paul Craig,Light Heavyweight Bout,Submission,1,3:57,3 Rnd (5-5-5),Lukasz Bosacki,"March 19, 2022"
53d0df57a917c6a0,b8a85389d115e35a,Jack Shore,45e738622ea2c02c,Timur Valiev,Jack Shore,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"March 19, 2022"
5e378c52f26935d6,3351aa64aa83c4d9,Cory McKenna,ac7c765882f2c68c,Elise Reed,Elise Reed,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell,"March 19, 2022"
4c7e55061dc3bf89,75353550928a7921,Muhammad Mokaev,7f6ed67d3ed3c036,Cody Durden,Muhammad Mokaev,Flyweight Bout,Submission,1,0:58,3 Rnd (5-5-5),Daniel Movahedi,"March 19, 2022"
8aa16cc1ba99aac1,dea070ed4a2a8281,Thiago Santos,d802174b0c0c1f4e,Magomed Ankalaev,Magomed Ankalaev,Light Heavyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,"March 12, 2022"
9b46a662b8fa1d8d,fea79f9bc8c68769,Marlon Moraes,efb96bf3e9ada36f,Song Yadong,Song Yadong,Bantamweight Bout,KO/TKO,1,2:06,3 Rnd (5-5-5),Keith Peterson,"March 12, 2022"
70b8d357e89383bd,94426bb170c88115,Sodiq Yusuff,7aa3d6964eff4877,Alex Caceres,Sodiq Yusuff,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"March 12, 2022"
23eec2d9cb2d78cd,749f572d1d3161fb,Khalil Rountree Jr.,37d5b176d438d2a5,Karl Roberson,Khalil Rountree Jr.,Light Heavyweight Bout,KO/TKO,2,0:25,3 Rnd (5-5-5),Herb Dean,"March 12, 2022"
463fac0e48505b62,519e4fe37ce9ff75,Drew Dober,809bd1a871491508,Terrance McKinney,Drew Dober,Lightweight Bout,KO/TKO,1,3:17,3 Rnd (5-5-5),Keith Peterson,"March 12, 2022"
226884e46a10865d,e5549c82bfb5582d,Alex Pereira,12ebd7d157e91701,Bruno Silva,Alex Pereira,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 12, 2022"
3b06c512abfa0494,4aa58269d0664b5b,Matthew Semelsberger,725b1abc9a39d873,AJ Fletcher,Matthew Semelsberger,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"March 12, 2022"
26fbee4ed13ff35d,6fd953151d981979,JJ Aldrich,38c7f72747f4f712,Gillian Robertson,JJ Aldrich,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"March 12, 2022"
b70313eae7c24b27,ec23c1be628d8057,Trevin Jones,bbab3baf66128ae2,Javid Basharat,Javid Basharat,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"March 12, 2022"
5cad3ab6553e9ec9,29af297d9f1de0f8,Damon Jackson,c7d7fda69ec410d3,Kamuela Kirk,Damon Jackson,Featherweight Bout,Submission,2,4:42,3 Rnd (5-5-5),Chris Tognoni,"March 12, 2022"
b55de7d791b9f62d,70d2329a92864fdb,Sabina Mazo,f29a6350c69f4a33,Miranda Maverick,Miranda Maverick,Women's Flyweight Bout,Submission,2,2:15,3 Rnd (5-5-5),Keith Peterson,"March 12, 2022"
9cb78122a23e6a7d,ce632027bf2a871b,Dalcha Lungiambula,f14f644d41ade29f,Cody Brundage,Cody Brundage,Middleweight Bout,Submission,1,3:41,3 Rnd (5-5-5),Mark Smith,"March 12, 2022"
b400c29fbeee0206,9c27f3217891f3f0,Kris Moutinho,d05412b513b19621,Guido Cannetti,Guido Cannetti,Bantamweight Bout,KO/TKO,1,2:07,3 Rnd (5-5-5),Chris Tognoni,"March 12, 2022"
f10c2c84652ef573,6aae253467e8f9ce,Tafon Nchukwi,e90a2f22417af68e,Azamat Murzakanov,Azamat Murzakanov,Light Heavyweight Bout,KO/TKO,3,0:44,3 Rnd (5-5-5),Herb Dean,"March 12, 2022"
d03d0abf331df751,dc9572dd6ec74859,Colby Covington,47b9e0e7703a4868,Jorge Masvidal,Colby Covington,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"March 05, 2022"
838bb84a5a976a9c,6a2f7c151031653d,Rafael Dos Anjos,b6452706b373eea1,Renato Moicano,Rafael Dos Anjos,Catch Weight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,"March 05, 2022"
abd45edc07a8d9e3,64a50dad704d1d49,Edson Barboza,d9c6f19f958643e9,Bryce Mitchell,Bryce Mitchell,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 05, 2022"
43b43c5d439b2f98,3a46b268013afede,Kevin Holland,57b10fca4f9c9a7a,Alex Oliveira,Kevin Holland,Welterweight Bout,KO/TKO,2,0:38,3 Rnd (5-5-5),Chris Tognoni,"March 05, 2022"
cda06ff86cfe4f5f,e2f6b2769aaedd6c,Serghei Spivac,85073dbd1be65ed9,Greg Hardy,Serghei Spivac,Heavyweight Bout,KO/TKO,1,2:16,3 Rnd (5-5-5),Marc Goddard,"March 05, 2022"
fce6ab43b7d09aa4,4d8fa64202cee4c1,Jalin Turner,af9f42e6894047fc,Jamie Mullarkey,Jalin Turner,Lightweight Bout,KO/TKO,2,0:46,3 Rnd (5-5-5),Herb Dean,"March 05, 2022"
9321b3c90ea5ca6c,cd2c4d30c6e13b47,Marina Rodriguez,c41d426cc7326d1b,Yan Xiaonan,Marina Rodriguez,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"March 05, 2022"
ee278a5a25744cac,8c57c7b8c3bab0eb,Nicolae Negumereanu,8667caa0451d245b,Kennedy Nzechukwu,Nicolae Negumereanu,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 05, 2022"
c6fc43c351b08bda,b4192a975027aab6,Maryna Moroz,a08ddd04eaffd81d,Mariya Agapova,Maryna Moroz,Women's Flyweight Bout,Submission,2,3:27,3 Rnd (5-5-5),Herb Dean,"March 05, 2022"
59d44b6888885500,7be14eaed4c74856,Brian Kelleher,2b6fc1c02736833d,Umar Nurmagomedov,Umar Nurmagomedov,Featherweight Bout,Submission,1,3:15,3 Rnd (5-5-5),Marc Goddard,"March 05, 2022"
c420c376cc1d149c,c96d9178c9ed9e62,Tim Elliott,f00ac08ab056af5d,Tagir Ulanbekov,Tim Elliott,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"March 05, 2022"
36d9337a27b71ba9,207773daeb4afa7b,Devonte Smith,5b86d491d63890c5,Ludovit Klein,Ludovit Klein,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,"March 05, 2022"
d5323490163dde0e,e4277e87a789d687,Dustin Jacoby,0d65c432720accb9,Michal Oleksiejczuk,Dustin Jacoby,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"March 05, 2022"
2f4d42e0b9696f71,275aca31f61ba28c,Islam Makhachev,887961364be5ceb3,King Green,Islam Makhachev,Catch Weight Bout,KO/TKO,1,3:23,5 Rnd (5-5-5-5-5),Herb Dean,"February 26, 2022"
01468f766dd7385c,67f272324a030d00,Misha Cirkunov,4dcfb28c011c11b2,Wellington Turman,Wellington Turman,Middleweight Bout,Submission,2,1:29,3 Rnd (5-5-5),Mark Smith,"February 26, 2022"
c4eb14c3de579842,a20f234df70f2182,Ji Yeon Kim,b1e5bcaad32a3cac,Priscila Cachoeira,Priscila Cachoeira,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 26, 2022"
8515f07911765f89,eae48ff31db420c2,Arman Tsarukyan,58bbef3770bb2dfc,Joel Alvarez,Arman Tsarukyan,Lightweight Bout,KO/TKO,2,1:57,3 Rnd (5-5-5),Chris Tognoni,"February 26, 2022"
84d633d4a9fbf331,369ea36e450ae62a,Armen Petrosyan,d1c65d2cf2925ddd,Gregory Rodrigues,Armen Petrosyan,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,"February 26, 2022"
61a20ff34b6948ba,a13d755965a4ec9f,Rongzhu,e4a47b07044ddd72,Ignacio Bahamondes,Ignacio Bahamondes,Lightweight Bout,Submission,3,1:40,3 Rnd (5-5-5),Keith Peterson,"February 26, 2022"
f087a10a6f2bcc99,68d35296f566792b,Josiane Nunes,3eb4dc9a7d4ac906,Ramona Pascual,Josiane Nunes,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 26, 2022"
cb1f27818d46af0e,809bd1a871491508,Terrance McKinney,1e4f273069fb9e85,Fares Ziam,Terrance McKinney,Lightweight Bout,Submission,1,2:11,3 Rnd (5-5-5),Herb Dean,"February 26, 2022"
901e62b7af57f559,80daefbed11ce998,Alejandro Perez,f2477cf43c4975cc,Jonathan Martinez,Jonathan Martinez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"February 26, 2022"
c5d5fcf290cc029e,3d074044a33825e7,Ramiz Brahimaj,ce175eaafe867d1f,Micheal Gillmore,Ramiz Brahimaj,Welterweight Bout,Submission,1,2:02,3 Rnd (5-5-5),Mark Smith,"February 26, 2022"
181ceedcacc01d48,dc7927cd622676a7,Victor Altamirano,798e48f9e7f6ba22,Carlos Hernandez,Carlos Hernandez,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"February 26, 2022"
f7865e5a6d009a87,c21f26bbde777573,Johnny Walker,5444c5a201d3ee5a,Jamahal Hill,Jamahal Hill,Light Heavyweight Bout,KO/TKO,1,2:55,5 Rnd (5-5-5-5-5),Jason Herzog,"February 19, 2022"
99fd8396cbe1df03,d6c0cdd7e467c440,Kyle Daukaus,830f60497fab345a,Jamie Pickett,Kyle Daukaus,Catch Weight Bout,Submission,1,4:59,3 Rnd (5-5-5),Herb Dean,"February 19, 2022"
93026443e5140415,ac40f7e3cbecdda4,Parker Porter,c9a94278df042f46,Alan Baudot,Parker Porter,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 19, 2022"
958799d957945a3a,d1941565abf50b16,Jim Miller,37f560436d745c18,Nikolas Motta,Jim Miller,Lightweight Bout,KO/TKO,2,1:58,3 Rnd (5-5-5),Keith Peterson,"February 19, 2022"
04e2d50c24a88dbd,b9437600497350f3,Joaquin Buckley,eae431e70064e046,Abdul Razak Alhassan,Joaquin Buckley,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 19, 2022"
25da52bc590ef664,436f970c9ea9169c,Gabriel Benitez,ffe9703408fb5964,David Onama,David Onama,Featherweight Bout,KO/TKO,1,4:24,3 Rnd (5-5-5),Mark Smith,"February 19, 2022"
e36a5d4d53b97d4e,6c8072b61c276e67,Jessica-Rose Clark,5e6294b37bbef029,Stephanie Egger,Stephanie Egger,Women's Bantamweight Bout,Submission,1,3:44,3 Rnd (5-5-5),Jason Herzog,"February 19, 2022"
2d8db91f91f68069,4bd6b4800070b069,Chas Skelly,ef1182eb28c17d4e,Mark Striegl,Chas Skelly,Featherweight Bout,KO/TKO,2,2:01,3 Rnd (5-5-5),Keith Peterson,"February 19, 2022"
33cc40fc1da409d3,d7e40dca3ae125be,Diana Belbita,5dd180c8b3196786,Gloria de Paula,Gloria de Paula,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 19, 2022"
ea63f56779100678,c7c39e2fb70248b3,Chad Anheliger,8c39367b53eadf8a,Jesse Strader,Chad Anheliger,Bantamweight Bout,KO/TKO,3,3:33,3 Rnd (5-5-5),Herb Dean,"February 19, 2022"
528c208293bdef13,87c0b1c696ddfb43,Jonathan Pearce,5ec591b78349ba7e,Christian Rodriguez,Jonathan Pearce,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"February 19, 2022"
8cd583f6d10692bc,bc711b6dd95c1af6,Mario Bautista,01fed6f61ebea01f,Jay Perrin,Mario Bautista,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 19, 2022"
ca8f73d038c4d6e7,1338e2c7480bdf9e,Israel Adesanya,e1147d3d2dabe1ce,Robert Whittaker,Israel Adesanya,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"February 12, 2022"
bb42336d6417914c,d3df1add9d9a7efb,Derrick Lewis,c62fbc117d57b943,Tai Tuivasa,Tai Tuivasa,Heavyweight Bout,KO/TKO,2,1:40,3 Rnd (5-5-5),Dan Miragliotta,"February 12, 2022"
18a1617ee7356352,13a0275fa13c4d26,Jared Cannonier,b1a3e0aca758b322,Derek Brunson,Jared Cannonier,Middleweight Bout,KO/TKO,2,4:29,3 Rnd (5-5-5),Kerry Hatley,"February 12, 2022"
238832b58a66ae07,262a7d06203657e6,Alexander Hernandez,b6452706b373eea1,Renato Moicano,Renato Moicano,Lightweight Bout,Submission,2,1:23,3 Rnd (5-5-5),Mike Beltran,"February 12, 2022"
388adad23aaa9d39,887961364be5ceb3,King Green,b7b84ccd221be298,Nasrat Haqparast,King Green,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,"February 12, 2022"
81c22cfa22002ea4,3738e68d2261e60f,Andrei Arlovski,2b68d9f125d07b42,Jared Vanderaa,Andrei Arlovski,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,"February 12, 2022"
b1e048825b5bbe1c,4498b382c65a7faa,Roxanne Modafferi,04835018f90b118c,Casey O'Neill,Casey O'Neill,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,"February 12, 2022"
a0ba726da4a50458,60425d07ef4b91a7,Kyler Phillips,2804ce8dadab5770,Marcelo Rojo,Kyler Phillips,Bantamweight Bout,Submission,3,1:48,3 Rnd (5-5-5),Dan Miragliotta,"February 12, 2022"
3bebd99d5f94bec7,9014c02eff8b3d62,Carlos Ulberg,78a68f1dade6aaf7,Fabio Cherant,Carlos Ulberg,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"February 12, 2022"
19e742ccaa09cf08,c0386644627a7ee5,Mana Martinez,e7e01e266a9d4342,Ronnie Lawrence,Ronnie Lawrence,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,"February 12, 2022"
c16bda7548181613,009c4420727149ea,AJ Dobson,d4270315cbcf2569,Jacob Malkoun,Jacob Malkoun,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 12, 2022"
821bef3a3394dd96,3a314d9fa7c6825d,Douglas Silva de Andrade,2f6a993c7f547c13,Sergey Morozov,Douglas Silva de Andrade,Bantamweight Bout,Submission,2,3:24,3 Rnd (5-5-5),Kerry Hatley,"February 12, 2022"
507080ccded73591,d66a46de8d705353,Jeremiah Wells,9edf2c9082cc2cd8,Blood Diamond,Jeremiah Wells,Welterweight Bout,Submission,1,4:38,3 Rnd (5-5-5),Jacob Montalvo,"February 12, 2022"
6708f3a32861038a,5da33b8fbfa5ee95,William Knight,950d0ef5c17157c5,Maxim Grishin,Maxim Grishin,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 12, 2022"
4b67a1875390e7ad,0a1942069c9ad6b6,Jack Hermansson,0d8011111be000b2,Sean Strickland,Sean Strickland,Middleweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"February 05, 2022"
ace166f26c2ac2e8,64facb6cc564262d,Punahele Soriano,12585614e0ed2626,Nick Maximov,Nick Maximov,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 05, 2022"
6b4c2cc27855506a,01afe0916a40c7c5,Shavkat Rakhmonov,a53d30163304aa6e,Carlston Harris,Shavkat Rakhmonov,Welterweight Bout,KO/TKO,1,4:10,3 Rnd (5-5-5),Mike Beltran,"February 05, 2022"
0730c4e6fb247fa1,d156513a19acf856,Sam Alvey,2f181c0467965b98,Brendan Allen,Brendan Allen,Light Heavyweight Bout,Submission,2,2:10,3 Rnd (5-5-5),Chris Tognoni,"February 05, 2022"
0489b42ac0ab6d4b,147e70aa6cc48cfc,Tresean Gore,f626118b6da0e020,Bryan Battle,Bryan Battle,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 05, 2022"
208c5dc52ccfd47a,902ec2cc48c8ae8a,Julian Erosa,b93c06d09d1c4ac0,Steven Peterson,Julian Erosa,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 05, 2022"
